"",".rownames","X1","X2","X3","X4","X5"
"2980","tybalts",0,0,9,1,1
"2981","tying",0,0,1,0,0
"2982","unaccustomd",0,0,2,0,1
"2983","undone",0,0,2,0,0
"2984","universal",0,0,1,0,0
"2985","unluckily",0,0,1,0,0
"2986","unlucky",0,0,1,0,1
"2987","unmade",0,0,1,0,0
"2988","unmannd",0,0,1,0,0
"2989","unpleasing",0,0,1,0,0
"2990","unreasonable",0,0,1,0,0
"2991","unruly",0,0,1,0,0
"2992","unseemly",0,0,1,0,0
"2993","unseen",0,0,1,0,0
"2994","untalkd",0,0,1,0,0
"2995","unthankfulness",0,0,1,0,0
"2996","unworthy",0,0,2,0,0
"2997","usest",0,0,1,0,0
"2998","usurer",0,0,1,0,0
"2999","utter",0,0,1,0,0
"3000","uttered",0,0,1,0,0
"3001","validity",0,0,1,0,0
"3002","valour",0,0,1,1,0
"3003","valours",0,0,1,0,0
"3004","vanishd",0,0,1,0,0
"3005","vaulty",0,0,1,0,0
"3006","venge",0,0,1,0,0
"3007","vengeance",0,0,1,0,1
"3008","vitae",0,0,1,1,0
"3009","voices",0,0,1,0,0
"3010","vowd",0,0,1,0,0
"3011","vowel",0,0,1,0,0
"3012","wailing",0,0,1,0,0
"3013","wakened",0,0,1,0,0
"3014","wary",0,0,1,0,0
"3015","wash",0,0,2,0,0
"3016","weal",0,0,1,0,0
"3017","wed",0,0,3,0,0
"3018","wedded",0,0,1,1,0
"3019","weddingbed",0,0,1,0,0
"3020","weddingday",0,0,1,1,0
"3021","wednesday",0,0,2,1,0
"3022","week",0,0,1,1,0
"3023","weeping",0,0,4,0,0
"3024","weeps",0,0,2,1,1
"3025","weepst",0,0,1,0,0
"3026","welladay",0,0,1,1,0
"3027","wentst",0,0,1,0,0
"3028","west",0,0,1,0,0
"3029","whining",0,0,1,0,0
"3030","whiter",0,0,1,0,0
"3031","whos",0,0,1,0,1
"3032","wicked",0,0,1,0,0
"3033","wild",0,0,1,0,2
"3034","wills",0,0,1,0,0
"3035","wink",0,0,1,0,0
"3036","winning",0,0,1,0,0
"3037","wives",0,0,1,0,0
"3038","woful",0,0,1,7,0
"3039","wolvishravening",0,0,1,0,0
"3040","womanish",0,0,1,1,0
"3041","wonder",0,0,2,0,0
"3042","worlds",0,0,1,0,1
"3043","worms",0,0,1,0,1
"3044","worship",0,0,2,0,0
"3045","worthy",0,0,1,0,0
"3046","wot",0,0,1,0,0
"3047","wounds",0,0,1,0,0
"3048","wreak",0,0,1,0,0
"3049","wretched",0,0,2,1,0
"3050","wring",0,0,1,0,0
"3051","wrought",0,0,1,0,1
"3052","yon",0,0,3,0,0
"3053","zounds",0,0,2,0,0
"3054","abate",0,0,0,1,0
"3055","abused",0,0,0,1,0
"3056","accursed",0,0,0,1,0
"3057","acting",0,0,0,1,0
"3058","advanced",0,0,0,2,1
"3059","amended",0,0,0,1,0
"3060","ancestors",0,0,0,1,0
"3061","angelica",0,0,0,1,0
"3062","arbitrating",0,0,0,1,0
"3063","ast",0,0,0,1,0
"3064","attires",0,0,0,1,0
"3065","awake",0,0,0,2,0
"3066","baked",0,0,0,1,0
"3067","baskets",0,0,0,1,0
"3068","battlements",0,0,0,1,0
"3069","becomed",0,0,0,1,0
"3070","beguild",0,0,0,1,0
"3071","behests",0,0,0,1,0
"3072","behoveful",0,0,0,1,0
"3073","bells",0,0,0,1,0
"3074","bids",0,0,0,1,0
"3075","borne",0,0,0,1,0
"3076","borrowd",0,0,0,1,1
"3077","bounds",0,0,0,1,0
"3078","breathes",0,0,0,1,0
"3079","burial",0,0,0,1,0
"3080","buried",0,0,0,3,1
"3081","busy",0,0,0,1,0
"3082","catchd",0,0,0,1,0
"3083","catling",0,0,0,1,0
"3084","certain",0,0,0,1,0
"3085","chain",0,0,0,1,0
"3086","chapless",0,0,0,1,0
"3087","charnelhouse",0,0,0,1,0
"3088","chat",0,0,0,1,0
"3089","city",0,0,0,1,2
"3090","closet",0,0,0,1,0
"3091","clothes",0,0,0,1,0
"3092","club",0,0,0,1,0
"3093","cock",0,0,0,1,0
"3094","commission",0,0,0,1,0
"3095","compass",0,0,0,1,0
"3096","confusions",0,0,0,2,0
"3097","continue",0,0,0,1,0
"3098","cook",0,0,0,2,0
"3099","cooks",0,0,0,1,0
"3100","copest",0,0,0,1,0
"3101","cost",0,0,0,1,0
"3102","cotquean",0,0,0,1,0
"3103","country",0,0,0,1,0
"3104","counts",0,0,0,1,0
"3105","cross",0,0,0,1,1
"3106","crossing",0,0,0,1,0
"3107","crotchets",0,0,0,1,0
"3108","crowd",0,0,0,1,0
"3109","culld",0,0,0,1,0
"3110","curfewbell",0,0,0,1,0
"3111","custom",0,0,0,1,0
"3112","dagger",0,0,0,4,3
"3113","dangerous",0,0,0,1,0
"3114","darest",0,0,0,1,0
"3115","dash",0,0,0,1,0
"3116","dates",0,0,0,1,0
"3117","deceased",0,0,0,1,0
"3118","deck",0,0,0,1,0
"3119","deed",0,0,0,1,0
"3120","deflowered",0,0,0,1,0
"3121","deprived",0,0,0,1,0
"3122","detestable",0,0,0,1,1
"3123","dirges",0,0,0,1,0
"3124","dishonourd",0,0,0,1,0
"3125","distilled",0,0,0,1,0
"3126","distraught",0,0,0,1,0
"3127","distressed",0,0,0,1,0
"3128","divorced",0,0,0,1,0
"3129","doleful",0,0,0,1,0
"3130","dressd",0,0,0,1,0
"3131","drier",0,0,0,1,0
"3132","drink",0,0,0,2,1
"3133","drowsy",0,0,0,1,0
"3134","dump",0,0,0,2,0
"3135","dumps",0,0,0,1,0
"3136","enjoind",0,0,0,1,0
"3137","environed",0,0,0,1,0
"3138","eternal",0,0,0,1,0
"3139","evening",0,0,0,1,0
"3140","execution",0,0,0,1,0
"3141","extremes",0,0,0,1,0
"3142","fade",0,0,0,1,0
"3143","fears",0,0,0,1,0
"3144","festering",0,0,0,1,0
"3145","fit",0,0,0,1,1
"3146","forefathers",0,0,0,1,0
"3147","forgive",0,0,0,1,1
"3148","forsooth",0,0,0,1,0
"3149","forty",0,0,0,1,1
"3150","freezes",0,0,0,1,0
"3151","fright",0,0,0,1,0
"3152","frost",0,0,0,1,0
"3153","funeral",0,0,0,1,0
"3154","furnish",0,0,0,1,0
"3155","gadding",0,0,0,1,0
"3156","ghost",0,0,0,1,0
"3157","gleek",0,0,0,1,0
"3158","goodfellows",0,0,0,1,0
"3159","government",0,0,0,1,0
"3160","griping",0,0,0,1,0
"3161","harlotry",0,0,0,1,0
"3162","hastes",0,0,0,1,0
"3163","hated",0,0,0,1,0
"3164","headstrong",0,0,0,1,0
"3165","healthsome",0,0,0,1,0
"3166","hearing",0,0,0,1,1
"3167","hearst",0,0,0,1,2
"3168","heat",0,0,0,1,0
"3169","hideous",0,0,0,1,0
"3170","hire",0,0,0,1,2
"3171","horrible",0,0,0,1,0
"3172","housewife",0,0,0,1,0
"3173","hugh",0,0,0,1,0
"3174","hymns",0,0,0,1,0
"3175","immoderately",0,0,0,1,0
"3176","instruments",0,0,0,1,1
"3177","inundation",0,0,0,1,0
"3178","invite",0,0,0,1,0
"3179","iron",0,0,0,2,2
"3180","issue",0,0,0,1,0
"3181","james",0,0,0,1,0
"3182","jealous",0,0,0,2,1
"3183","joind",0,0,0,1,0
"3184","joys",0,0,0,1,1
"3185","keys",0,0,0,1,0
"3186","kindred",0,0,0,1,0
"3187","kinsmans",0,0,0,1,0
"3188","knit",0,0,0,1,0
"3189","knot",0,0,0,1,0
"3190","knows",0,0,0,1,2
"3191","label",0,0,0,1,0
"3192","labour",0,0,0,1,0
"3193","lament",0,0,0,1,0
"3194","lasting",0,0,0,1,0
"3195","laying",0,0,0,1,1
"3196","leisure",0,0,0,2,0
"3197","lend",0,0,0,1,0
"3198","lesser",0,0,0,1,0
"3199","lick",0,0,0,3,0
"3200","likely",0,0,0,1,0
"3201","liquor",0,0,0,1,0
"3202","livest",0,0,0,1,0
"3203","loggerhead",0,0,0,1,0
"3204","logs",0,0,0,3,0
"3205","longexperienced",0,0,0,1,0
"3206","lour",0,0,0,1,0
"3207","lurk",0,0,0,1,0
"3208","madly",0,0,0,1,0
"3209","mandrakes",0,0,0,1,0
"3210","manner",0,0,0,1,0
"3211","martyrd",0,0,0,1,0
"3212","mass",0,0,0,2,0
"3213","meats",0,0,0,1,0
"3214","melancholy",0,0,0,1,0
"3215","merriment",0,0,0,1,0
"3216","minded",0,0,0,1,0
"3217","ministerd",0,0,0,1,0
"3218","minstrel",0,0,0,1,0
"3219","mixture",0,0,0,1,0
"3220","money",0,0,0,1,0
"3221","mourners",0,0,0,1,0
"3222","mousehunt",0,0,0,1,0
"3223","mouth",0,0,0,1,1
"3224","musician",0,0,0,14,0
"3225","necessaries",0,0,0,1,0
"3226","needful",0,0,0,1,0
"3227","newmade",0,0,0,1,1
"3228","oercoverd",0,0,0,1,0
"3229","office",0,0,0,1,1
"3230","opposition",0,0,0,1,0
"3231","oppress",0,0,0,1,0
"3232","ordained",0,0,0,1,0
"3233","orisons",0,0,0,1,0
"3234","overthrown",0,0,0,1,0
"3235","packed",0,0,0,1,0
"3236","paly",0,0,0,1,0
"3237","pastry",0,0,0,1,0
"3238","pate",0,0,0,1,0
"3239","peevish",0,0,0,1,0
"3240","pennyworths",0,0,0,1,0
"3241","pensive",0,0,0,1,0
"3242","pestilent",0,0,0,1,0
"3243","pilgrimage",0,0,0,1,0
"3244","pipes",0,0,0,1,0
"3245","pitiful",0,0,0,1,1
"3246","pleasant",0,0,0,1,0
"3247","present",0,0,0,2,1
"3248","presently",0,0,0,2,1
"3249","prevent",0,0,0,2,0
"3250","progress",0,0,0,1,0
"3251","promotion",0,0,0,1,0
"3252","prorogue",0,0,0,1,0
"3253","prosperous",0,0,0,1,1
"3254","prostrate",0,0,0,1,0
"3255","provision",0,0,0,1,0
"3256","pulse",0,0,0,1,0
"3257","quinces",0,0,0,1,0
"3258","quite",0,0,0,2,0
"3259","rapiers",0,0,0,1,0
"3260","rattling",0,0,0,1,0
"3261","reasons",0,0,0,1,0
"3262","rebeck",0,0,0,1,0
"3263","receptacle",0,0,0,1,0
"3264","reclaimd",0,0,0,1,0
"3265","redeem",0,0,0,1,0
"3266","redress",0,0,0,1,0
"3267","reeky",0,0,0,1,0
"3268","report",0,0,0,1,0
"3269","resolution",0,0,0,1,0
"3270","resolve",0,0,0,1,0
"3271","resort",0,0,0,1,0
"3272","reverend",0,0,0,1,0
"3273","revive",0,0,0,1,0
"3274","revolt",0,0,0,1,0
"3275","roaring",0,0,0,1,1
"3276","roses",0,0,0,1,1
"3277","rung",0,0,0,1,0
"3278","seald",0,0,0,1,1
"3279","seeing",0,0,0,2,0
"3280","seeking",0,0,0,1,0
"3281","selfwilld",0,0,0,1,0
"3282","separated",0,0,0,1,0
"3283","serpents",0,0,0,1,0
"3284","serves",0,0,0,1,0
"3285","servingcreature",0,0,0,1,0
"3286","servingcreatures",0,0,0,1,0
"3287","settled",0,0,0,1,0
"3288","shanks",0,0,0,1,0
"3289","shield",0,0,0,1,0
"3290","shrieks",0,0,0,1,0
"3291","shroud",0,0,0,3,0
"3292","shrunk",0,0,0,1,0
"3293","simon",0,0,0,1,0
"3294","singer",0,0,0,1,0
"3295","skulls",0,0,0,1,1
"3296","slack",0,0,0,1,0
"3297","slander",0,0,0,1,0
"3298","slanderd",0,0,0,1,0
"3299","slowd",0,0,0,1,0
"3300","slugabed",0,0,0,1,0
"3301","smells",0,0,0,1,0
"3302","society",0,0,0,1,0
"3303","solace",0,0,0,1,0
"3304","solemn",0,0,0,1,0
"3305","soninlaw",0,0,0,1,0
"3306","sort",0,0,0,1,0
"3307","soundpost",0,0,0,1,0
"3308","spake",0,0,0,2,0
"3309","spare",0,0,0,1,0
"3310","speakst",0,0,0,1,0
"3311","speed",0,0,0,1,2
"3312","speedy",0,0,0,1,0
"3313","spices",0,0,0,1,0
"3314","spirits",0,0,0,1,0
"3315","spit",0,0,0,1,0
"3316","spited",0,0,0,1,0
"3317","spits",0,0,0,1,0
"3318","stark",0,0,0,1,0
"3319","stick",0,0,0,1,0
"3320","stiff",0,0,0,2,0
"3321","stifled",0,0,0,1,0
"3322","strains",0,0,0,1,0
"3323","strangled",0,0,0,1,0
"3324","subtly",0,0,0,1,0
"3325","supple",0,0,0,1,0
"3326","surcease",0,0,0,1,0
"3327","sway",0,0,0,1,0
"3328","sweetheart",0,0,0,1,0
"3329","tarry",0,0,0,1,0
"3330","testify",0,0,0,1,0
"3331","text",0,0,0,1,0
"3332","thievish",0,0,0,1,0
"3333","thrills",0,0,0,1,0
"3334","ties",0,0,0,1,0
"3335","together",0,0,0,1,0
"3336","torn",0,0,0,1,0
"3337","tower",0,0,0,1,0
"3338","toy",0,0,0,1,0
"3339","treacherous",0,0,0,1,0
"3340","tried",0,0,0,1,0
"3341","trouble",0,0,0,1,1
"3342","try",0,0,0,2,0
"3343","tush",0,0,0,1,1
"3344","umpire",0,0,0,1,0
"3345","uncomfortable",0,0,0,1,0
"3346","uncoverd",0,0,0,1,0
"3347","undertake",0,0,0,1,0
"3348","undraws",0,0,0,1,0
"3349","uneven",0,0,0,1,0
"3350","unfurnished",0,0,0,1,0
"3351","unhappy",0,0,0,1,1
"3352","unstaind",0,0,0,1,0
"3353","vault",0,0,0,3,6
"3354","vial",0,0,0,2,0
"3355","victory",0,0,0,1,0
"3356","wail",0,0,0,1,0
"3357","wake",0,0,0,4,1
"3358","waken",0,0,0,1,0
"3359","waking",0,0,0,2,1
"3360","warmth",0,0,0,1,0
"3361","watchd",0,0,0,1,0
"3362","watching",0,0,0,2,0
"3363","wayward",0,0,0,1,0
"3364","whit",0,0,0,1,0
"3365","whoreson",0,0,0,1,0
"3366","wondrous",0,0,0,1,0
"3367","wronged",0,0,0,1,0
"3368","wrongst",0,0,0,1,0
"3369","yellow",0,0,0,1,0
"3370","abhorred",0,0,0,0,1
"3371","accident",0,0,0,0,1
"3372","accidents",0,0,0,0,1
"3373","advances",0,0,0,0,1
"3374","affords",0,0,0,0,1
"3375","affright",0,0,0,0,1
"3376","afraid",0,0,0,0,1
"3377","alligator",0,0,0,0,1
"3378","aloof",0,0,0,0,3
"3379","ambiguities",0,0,0,0,1
"3380","angels",0,0,0,0,1
"3381","apothecary",0,0,0,0,8
"3382","apprehend",0,0,0,0,3
"3383","associate",0,0,0,0,1
"3384","attach",0,0,0,0,1
"3385","awaking",0,0,0,0,1
"3386","barefoot",0,0,0,0,1
"3387","bargain",0,0,0,0,1
"3388","beggarly",0,0,0,0,1
"3389","beggary",0,0,0,0,1
"3390","bell",0,0,0,0,1
"3391","betossed",0,0,0,0,1
"3392","betrothd",0,0,0,0,1
"3393","bladders",0,0,0,0,1
"3394","bleeding",0,0,0,0,1
"3395","bleeds",0,0,0,0,1
"3396","bodies",0,0,0,0,1
"3397","booted",0,0,0,0,1
"3398","bosoms",0,0,0,0,1
"3399","boxes",0,0,0,0,1
"3400","brace",0,0,0,0,1
"3401","bringing",0,0,0,0,1
"3402","brotherhood",0,0,0,0,1
"3403","brought",0,0,0,0,1
"3404","burneth",0,0,0,0,1
"3405","caitiff",0,0,0,0,1
"3406","cakes",0,0,0,0,1
"3407","cannons",0,0,0,0,1
"3408","canopy",0,0,0,0,1
"3409","capels",0,0,0,0,2
"3410","chambermaids",0,0,0,0,1
"3411","cheerful",0,0,0,0,1
"3412","chiefly",0,0,0,0,1
"3413","churchyard",0,0,0,0,8
"3414","churl",0,0,0,0,1
"3415","clear",0,0,0,0,1
"3416","closely",0,0,0,0,1
"3417","comfortable",0,0,0,0,1
"3418","compounds",0,0,0,0,1
"3419","condemned",0,0,0,0,2
"3420","conjurations",0,0,0,0,1
"3421","conquerd",0,0,0,0,1
"3422","consents",0,0,0,0,1
"3423","conspires",0,0,0,0,1
"3424","contagion",0,0,0,0,1
"3425","contempt",0,0,0,0,1
"3426","contradict",0,0,0,0,1
"3427","conveniently",0,0,0,0,1
"3428","cordial",0,0,0,0,1
"3429","countys",0,0,0,0,1
"3430","cram",0,0,0,0,1
"3431","creature",0,0,0,0,1
"3432","crimson",0,0,0,0,1
"3433","culling",0,0,0,0,1
"3434","danger",0,0,0,0,1
"3435","dashing",0,0,0,0,1
"3436","dateless",0,0,0,0,1
"3437","dearest",0,0,0,0,1
"3438","defy",0,0,0,0,2
"3439","deliver",0,0,0,0,1
"3440","demand",0,0,0,0,1
"3441","departed",0,0,0,0,1
"3442","descent",0,0,0,0,1
"3443","descry",0,0,0,0,1
"3444","despite",0,0,0,0,1
"3445","died",0,0,0,0,1
"3446","digging",0,0,0,0,1
"3447","dire",0,0,0,0,1
"3448","direful",0,0,0,0,1
"3449","discern",0,0,0,0,1
"3450","discharged",0,0,0,0,1
"3451","discolourd",0,0,0,0,1
"3452","dispatch",0,0,0,0,1
"3453","disperse",0,0,0,0,1
"3454","dispose",0,0,0,0,1
"3455","distilld",0,0,0,0,1
"3456","doors",0,0,0,0,2
"3457","dreamt",0,0,0,0,2
"3458","drop",0,0,0,0,1
"3459","drugs",0,0,0,0,2
"3460","ducats",0,0,0,0,1
"3461","dust",0,0,0,0,1
"3462","dwellswhich",0,0,0,0,1
"3463","earthen",0,0,0,0,1
"3464","embrace",0,0,0,0,1
"3465","emperor",0,0,0,0,1
"3466","employment",0,0,0,0,1
"3467","enforce",0,0,0,0,1
"3468","engrossing",0,0,0,0,1
"3469","ensign",0,0,0,0,1
"3470","entreated",0,0,0,0,1
"3471","excused",0,0,0,0,1
"3472","eyeless",0,0,0,0,1
"3473","famine",0,0,0,0,1
"3474","fares",0,0,0,0,1
"3475","fearfully",0,0,0,0,1
"3476","fearst",0,0,0,0,1
"3477","feet",0,0,0,0,1
"3478","felon",0,0,0,0,1
"3479","fierce",0,0,0,0,1
"3480","figure",0,0,0,0,1
"3481","finding",0,0,0,0,1
"3482","fired",0,0,0,0,1
"3483","fishes",0,0,0,0,1
"3484","flag",0,0,0,0,1
"3485","flattering",0,0,0,0,1
"3486","force",0,0,0,0,1
"3487","forerun",0,0,0,0,1
"3488","franciscan",0,0,0,0,1
"3489","friars",0,0,0,0,1
"3490","friendly",0,0,0,0,1
"3491","friendship",0,0,0,0,1
"3492","glooming",0,0,0,0,1
"3493","gorged",0,0,0,0,1
"3494","gory",0,0,0,0,1
"3495","graves",0,0,0,0,2
"3496","greater",0,0,0,0,1
"3497","greatest",0,0,0,0,1
"3498","grubs",0,0,0,0,1
"3499","guide",0,0,0,0,1
"3500","haply",0,0,0,0,1
"3501","hasty",0,0,0,0,1
"3502","haughty",0,0,0,0,1
"3503","hereabout",0,0,0,0,1
"3504","hereabouts",0,0,0,0,1
"3505","holding",0,0,0,0,1
"3506","holiday",0,0,0,0,1
"3507","hung",0,0,0,0,1
"3508","hungry",0,0,0,0,1
"3509","hurry",0,0,0,0,1
"3510","illshaped",0,0,0,0,1
"3511","impeach",0,0,0,0,1
"3512","import",0,0,0,0,2
"3513","inauspicious",0,0,0,0,1
"3514","inexorable",0,0,0,0,1
"3515","infectious",0,0,0,0,1
"3516","ink",0,0,0,0,1
"3517","intend",0,0,0,0,1
"3518","intended",0,0,0,0,1
"3519","intents",0,0,0,0,4
"3520","interrd",0,0,0,0,1
"3521","interrupt",0,0,0,0,1
"3522","ithere",0,0,0,0,1
"3523","jaws",0,0,0,0,1
"3524","joint",0,0,0,0,2
"3525","jointure",0,0,0,0,1
"3526","keepers",0,0,0,0,1
"3527","kindreds",0,0,0,0,2
"3528","lantern",0,0,0,0,2
"3529","lean",0,0,0,0,1
"3530","least",0,0,0,0,1
"3531","liege",0,0,0,0,1
"3532","liest",0,0,0,0,1
"3533","lifeweary",0,0,0,0,1
"3534","lifts",0,0,0,0,1
"3535","lightly",0,0,0,0,1
"3536","liquid",0,0,0,0,1
"3537","loose",0,0,0,0,1
"3538","loud",0,0,0,0,1
"3539","low",0,0,0,0,1
"3540","madmans",0,0,0,0,1
"3541","mantuas",0,0,0,0,1
"3542","marriageday",0,0,0,0,1
"3543","masterless",0,0,0,0,1
"3544","mattock",0,0,0,0,3
"3545","maw",0,0,0,0,1
"3546","meagre",0,0,0,0,1
"3547","meantime",0,0,0,0,2
"3548","menace",0,0,0,0,1
"3549","misadventure",0,0,0,0,2
"3550","miscarried",0,0,0,0,1
"3551","mischance",0,0,0,0,1
"3552","mischief",0,0,0,0,1
"3553","misfortunes",0,0,0,0,1
"3554","missheathed",0,0,0,0,1
"3555","mistaenfor",0,0,0,0,1
"3556","moans",0,0,0,0,1
"3557","monster",0,0,0,0,1
"3558","morsel",0,0,0,0,1
"3559","muffle",0,0,0,0,1
"3560","musty",0,0,0,0,1
"3561","neglecting",0,0,0,0,1
"3562","noted",0,0,0,0,1
"3563","notice",0,0,0,0,1
"3564","noting",0,0,0,0,1
"3565","nuns",0,0,0,0,1
"3566","obsequies",0,0,0,0,2
"3567","opens",0,0,0,0,1
"3568","outcry",0,0,0,0,1
"3569","overwhelming",0,0,0,0,1
"3570","packthread",0,0,0,0,1
"3571","paramour",0,0,0,0,1
"3572","pardond",0,0,0,0,1
"3573","parties",0,0,0,0,1
"3574","partly",0,0,0,0,1
"3575","penury",0,0,0,0,1
"3576","people",0,0,0,0,1
"3577","peruse",0,0,0,0,1
"3578","pestilence",0,0,0,0,1
"3579","pined",0,0,0,0,1
"3580","post",0,0,0,0,2
"3581","posthorses",0,0,0,0,1
"3582","pothecary",0,0,0,0,1
"3583","potion",0,0,0,0,1
"3584","potions",0,0,0,0,1
"3585","pots",0,0,0,0,1
"3586","poverty",0,0,0,0,2
"3587","prefixed",0,0,0,0,1
"3588","presage",0,0,0,0,1
"3589","privy",0,0,0,0,1
"3590","provoke",0,0,0,0,1
"3591","pry",0,0,0,0,1
"3592","punishd",0,0,0,0,1
"3593","punished",0,0,0,0,1
"3594","purge",0,0,0,0,1
"3595","remnants",0,0,0,0,1
"3596","restorative",0,0,0,0,1
"3597","retires",0,0,0,0,3
"3598","returnd",0,0,0,0,1
"3599","rid",0,0,0,0,1
"3600","righteous",0,0,0,0,1
"3601","rigour",0,0,0,0,1
"3602","rocks",0,0,0,0,1
"3603","rode",0,0,0,0,1
"3604","rotten",0,0,0,0,1
"3605","rust",0,0,0,0,1
"3606","sacrificed",0,0,0,0,1
"3607","sacrifices",0,0,0,0,1
"3608","safety",0,0,0,0,1
"3609","sale",0,0,0,0,1
"3610","savagewild",0,0,0,0,1
"3611","scare",0,0,0,0,1
"3612","scatterd",0,0,0,0,1
"3613","scourge",0,0,0,0,1
"3614","seal",0,0,0,0,2
"3615","searchers",0,0,0,0,1
"3616","seasick",0,0,0,0,1
"3617","seeds",0,0,0,0,1
"3618","sell",0,0,0,0,4
"3619","sepulchre",0,0,0,0,2
"3620","severest",0,0,0,0,1
"3621","sheath",0,0,0,0,1
"3622","sheet",0,0,0,0,1
"3623","shelves",0,0,0,0,1
"3624","shop",0,0,0,0,2
"3625","shriek",0,0,0,0,1
"3626","signal",0,0,0,0,1
"3627","simples",0,0,0,0,1
"3628","sisterhood",0,0,0,0,1
"3629","skins",0,0,0,0,1
"3630","sleeping",0,0,0,0,1
"3631","snatching",0,0,0,0,1
"3632","sons",0,0,0,0,1
"3633","soonspeeding",0,0,0,0,1
"3634","sovereign",0,0,0,0,1
"3635","spade",0,0,0,0,2
"3636","stains",0,0,0,0,1
"3637","startles",0,0,0,0,1
"3638","starveth",0,0,0,0,1
"3639","statue",0,0,0,0,1
"3640","steepd",0,0,0,0,1
"3641","stirs",0,0,0,0,1
"3642","stoppd",0,0,0,0,1
"3643","strew",0,0,0,0,4
"3644","stumbled",0,0,0,0,1
"3645","sunder",0,0,0,0,1
"3646","suspected",0,0,0,0,1
"3647","suspecting",0,0,0,0,1
"3648","suspicion",0,0,0,0,2
"3649","taker",0,0,0,0,1
"3650","tatterd",0,0,0,0,1
"3651","tempt",0,0,0,0,1
"3652","therewithal",0,0,0,0,1
"3653","thinly",0,0,0,0,1
"3654","threatened",0,0,0,0,1
"3655","thwarted",0,0,0,0,1
"3656","tigers",0,0,0,0,1
"3657","timeless",0,0,0,0,1
"3658","tombs",0,0,0,0,1
"3659","tortoise",0,0,0,0,1
"3660","tread",0,0,0,0,1
"3661","trembles",0,0,0,0,1
"3662","triumphant",0,0,0,0,1
"3663","trunk",0,0,0,0,1
"3664","tutord",0,0,0,0,1
"3665","unfirm",0,0,0,0,1
"3666","unhallowd",0,0,0,0,1
"3667","unkind",0,0,0,0,1
"3668","unnatural",0,0,0,0,1
"3669","unsavoury",0,0,0,0,1
"3670","unsubstantial",0,0,0,0,1
"3671","untaught",0,0,0,0,1
"3672","urging",0,0,0,0,1
"3673","utters",0,0,0,0,1
"3674","vainly",0,0,0,0,1
"3675","veronahow",0,0,0,0,1
"3676","villanous",0,0,0,0,1
"3677","violence",0,0,0,0,1
"3678","violently",0,0,0,0,1
"3679","visiting",0,0,0,0,1
"3680","wanders",0,0,0,0,1
"3681","warning",0,0,0,0,1
"3682","warns",0,0,0,0,1
"3683","watchman",0,0,0,0,8
"3684","weary",0,0,0,0,1
"3685","whateer",0,0,0,0,1
"3686","whereon",0,0,0,0,1
"3687","whistle",0,0,0,0,1
"3688","whistles",0,0,0,0,1
"3689","whoeer",0,0,0,0,1
"3690","winking",0,0,0,0,1
"3691","worldwearied",0,0,0,0,1
"3692","wrenching",0,0,0,0,1
"3693","wretchedness",0,0,0,0,1
"3694","writes",0,0,0,0,1
"3695","yesternight",0,0,0,0,1
"3696","yewtree",0,0,0,0,1
"3697","yewtrees",0,0,0,0,1
"3698","yoke",0,0,0,0,1
