,1,2,3,4,5,6,7,8,9,10
時,0,0,0.005445784,0,0,0,0,0,0,0
時間,0,0,0.002847485,0,0,0.005751542,0.01459635,0,0,0
替代,0,0,0.005445784,0,0,0,0,0,0,0
最大,0,0,0.002167095,0,0.006861218,0,0.00555432,0.004183317,0,0
會,0,0,0.002847485,0,0.003005131,0,0,0,0.008370919,0
會長,0,0,0.005445784,0,0,0,0,0,0,0
月,0,0,0.002638755,0.001366998,0.004455752,0.003197961,0.005410556,0.003056279,0.003878652,0.001768836
有,0,0,0.00433419,0,0.002287073,0,0,0.004183317,0.003185369,0
有所,0,0,0.005445784,0,0,0,0,0,0,0
本日,0,0,0.005445784,0,0,0,0,0,0,0
本部,0,0,0.003806439,0,0,0,0,0,0,0.006378923
本項,0,0,0.010891568,0,0,0,0,0,0,0
核定,0,0,0.005445784,0,0,0,0,0,0,0
核心,0,0,0.005445784,0,0,0,0,0,0,0
條款,0,0,0.002847485,0,0,0.005751542,0,0,0,0.004771884
此,0,0,0.003806439,0,0,0,0,0,0,0.006378923
此外,0,0,0.003806439,0.004929784,0,0,0,0,0,0
此舉,0,0,0.005445784,0,0,0,0,0,0,0
法,0,0,0.005445784,0,0,0,0,0,0,0
法規,0,0,0.003806439,0.004929784,0,0,0,0,0,0
溝通,0,0,0.002847485,0.003687825,0,0,0.007298175,0,0,0
滿足,0,0,0.005445784,0,0,0,0,0,0,0
為止,0,0,0.003806439,0,0,0,0.009756,0,0,0
焊接,0,0,0.005445784,0,0,0,0,0,0,0
無法,0,0,0.010891568,0,0,0,0,0,0,0
特殊,0,0,0.005445784,0,0,0,0,0,0,0
理事會,0,0,0.005445784,0,0,0,0,0,0,0
產值,0,0,0.010891568,0,0,0,0,0,0,0
產業,0,0,0.002167095,0,0.009148291,0,0,0,0.015926845,0.003631671
產能,0,0,0.011419318,0,0,0,0,0,0,0.012757847
發表聲明,0,0,0.005445784,0,0,0,0,0,0,0
白宮,0,0,0.005445784,0,0,0,0,0,0,0
的,0,0,0.00337425,0.012017632,0.00890265,0.001703885,0.008648289,0,0.017359095,0.004240988
目標,0,0,0.003806439,0,0.004017177,0,0,0,0,0
直接,0,0,0.005445784,0,0,0,0,0,0,0
石油管,0,0,0.005445784,0,0,0,0,0,0,0
程序,0,0,0.001639344,0.010615711,0,0.009933775,0.004201681,0,0,0.002747253
立場,0,0,0.005445784,0,0,0,0,0,0,0
第屆,0,0,0.005445784,0,0,0,0,0,0,0
管道,0,0,0.005445784,0,0,0,0,0,0,0
組向,0,0,0.005445784,0,0,0,0,0,0,0
經濟,0,0,0.002167095,0.014033207,0.009148291,0,0,0,0.003185369,0
緊密,0,0,0.005445784,0,0,0,0,0,0,0
總,0,0,0.005694969,0.003687825,0.003005131,0,0,0,0,0
總理,0,0,0.010891568,0,0,0,0,0,0,0
總統,0,0,0.014754098,0.004246285,0.001730104,0.009933775,0.012605042,0,0,0
署,0,0,0.002847485,0,0,0.005751542,0.007298175,0,0,0
美,0,0,0.005694969,0,0.006010262,0.005751542,0,0,0,0
美國,0,0,0.018122105,0.006258731,0.002550054,0.00732085,0.018578965,0,0,0.004049262
美國商務部,0,0,0.003806439,0,0,0,0.009756,0,0,0
美方,0,0,0.011389938,0,0,0.011503083,0.01459635,0,0,0
美東,0,0,0.002847485,0,0,0.005751542,0.01459635,0,0,0
美為,0,0,0.005445784,0,0,0,0,0,0,0
美鋼品,0,0,0.005445784,0,0,0,0,0,0,0
考量,0,0,0.002847485,0,0.003005131,0,0,0,0.004185459,0
而,0,0,0.005445784,0,0,0,0,0,0,0
聯邦,0,0,0.003806439,0,0,0.015377007,0,0,0,0
肯定,0,0,0.005445784,0,0,0,0,0,0,0
與,0,0,0.005061375,0.004370048,0.00890265,0.001703885,0.006486216,0,0.004959741,0.001413663
號列,0,0,0.003806439,0,0,0,0,0.007347874,0,0
號列至,0,0,0.005445784,0,0,0,0,0,0,0
衝擊,0,0,0.005445784,0,0,0,0,0,0,0
表達,0,0,0.003806439,0.004929784,0,0,0,0,0,0
要求,0,0,0.00433419,0.002806641,0,0,0,0.004183317,0,0.007263341
規定,0,0,0.007612879,0,0,0,0,0.007347874,0,0
規範,0,0,0.007612879,0.009859567,0,0,0,0,0,0
解決,0,0,0.003806439,0,0,0.015377007,0,0,0,0
計劃,0,0,0.005445784,0,0,0,0,0,0,0
該,0,0,0.006557377,0,0,0.003311258,0.008403361,0.003164557,0,0.010989011
認為,0,0,0.005445784,0,0,0,0,0,0,0
諮商,0,0,0.002847485,0,0,0,0.007298175,0,0,0.004771884
議題,0,0,0.005445784,0,0,0,0,0,0,0
豁,0,0,0.005445784,0,0,0,0,0,0,0
豁免,0,0,0.015225758,0,0,0,0.068292003,0,0,0
貨品,0,0,0.002847485,0.003687825,0,0.017254625,0,0,0,0
貿易,0,0,0.008456982,0.006258731,0.002550054,0.009761134,0.006192988,0,0,0.004049262
過剩,0,0,0.011419318,0,0,0,0,0,0,0.012757847
違反,0,0,0.005445784,0,0,0,0,0,0,0
違背,0,0,0.005445784,0,0,0,0,0,0,0
部將,0,0,0.002416281,0.001564683,0.001275027,0.004880567,0.003096494,0,0.001775821,0
重啟,0,0,0.003806439,0.004929784,0,0,0,0,0,0
針對,0,0,0.008542454,0.011063475,0,0,0.007298175,0,0,0
鋁,0,0,0.011419318,0,0,0,0.019512001,0,0,0
鋁品,0,0,0.010891568,0,0,0,0,0,0,0
鋁業,0,0,0.016337351,0,0,0,0,0,0,0
鋼,0,0,0.007612879,0,0,0,0.009756,0,0,0
鋼片,0,0,0.005445784,0,0,0,0,0,0,0
鋼鐵,0,0,0.045559753,0,0,0,0.01459635,0,0,0.014315651
鋼鐵公司,0,0,0.005445784,0,0,0,0,0,0,0
鋼鐵產業,0,0,0.005445784,0,0,0,0,0,0,0
鍍面,0,0,0.003806439,0,0,0,0,0,0,0.006378923
關係,0,0,0.007612879,0,0,0,0.009756,0,0,0
關切,0,0,0.010891568,0,0,0,0,0,0,0
關注,0,0,0.005694969,0,0,0,0.007298175,0.010993453,0,0
關稅,0,0,0.003278689,0.004246285,0,0.01986755,0.012605042,0,0,0.005494505
關鍵,0,0,0.003806439,0,0,0.007688504,0,0,0,0
關閉,0,0,0.005445784,0,0,0,0,0,0,0
降低,0,0,0.005445784,0,0,0,0,0,0,0
限縮,0,0,0.005445784,0,0,0,0,0,0,0
零時,0,0,0.003806439,0,0,0,0.009756,0,0,0
需求,0,0,0.002167095,0,0.002287073,0,0.00555432,0,0.003185369,0
非常,0,0,0.005445784,0,0,0,0,0,0,0
頃,0,0,0.002847485,0,0,0.005751542,0.007298175,0,0,0
預料,0,0,0.005445784,0,0,0,0,0,0,0
馬達,0,0,0.005445784,0,0,0,0,0,0,0
駐,0,0,0.003806439,0,0.008034353,0,0,0,0,0
駐美,0,0,0.005445784,0,0,0,0,0,0,0
高爐,0,0,0.005445784,0,0,0,0,0,0,0
agreement,0,0,0,0.007052926,0,0,0,0,0,0
and,0,0,0,0.007052926,0,0,0,0,0,0
comprehensive,0,0,0,0.007052926,0,0,0,0,0,0
cptpp,0,0,0,0.11989974,0,0,0,0,0,0
for,0,0,0,0.007052926,0,0,0,0,0,0
gdp,0,0,0,0.007052926,0,0,0,0,0,0
partnership,0,0,0,0.007052926,0,0,0,0,0,0
progressive,0,0,0,0.007052926,0,0,0,0,0,0
tpp,0,0,0,0.021158778,0,0,0,0,0,0
transpacific,0,0,0,0.007052926,0,0,0,0,0,0
不同,0,0,0,0.007052926,0,0,0,0,0,0
並未,0,0,0,0.007052926,0,0,0,0,0,0
並盼,0,0,0,0.007052926,0,0,0,0,0,0
事業,0,0,0,0.014105852,0,0,0,0,0,0
亞太,0,0,0,0.007052926,0,0,0,0,0,0
亞太地區,0,0,0,0.007052926,0,0,0,0,0,0
人口,0,0,0,0.007052926,0,0,0,0,0,0
任何,0,0,0,0.007052926,0,0,0,0,0,0
何時,0,0,0,0.007052926,0,0,0,0,0,0
俟機,0,0,0,0.007052926,0,0,0,0,0,0
個,0,0,0,0.0147513,0,0,0,0,0.004185459,0.004771884
個別,0,0,0,0.007052926,0,0,0,0,0,0
倘僅,0,0,0,0.007052926,0,0,0,0,0,0
值達,0,0,0,0.007052926,0,0,0,0,0,0
做好,0,0,0,0.007052926,0,0,0,0,0,0
傳遞,0,0,0,0.007052926,0,0,0,0,0,0
僅,0,0,0,0.007052926,0,0,0,0,0,0
儀式,0,0,0,0.007052926,0,0,0,0,0,0
億占,0,0,0,0.007052926,0,0,0,0,0,0
儘可能,0,0,0,0.007052926,0,0,0,0,0,0
儘速,0,0,0,0.014105852,0,0,0,0,0,0
免除,0,0,0,0.007052926,0,0,0,0,0,0
入時,0,0,0,0.007052926,0,0,0,0,0,0
內容,0,0,0,0.014105852,0,0,0,0,0,0
全力以赴,0,0,0,0.007052926,0,0,0,0,0,0
全面進步,0,0,0,0.014105852,0,0,0,0,0,0
共同,0,0,0,0.007052926,0,0,0,0,0,0
其中,0,0,0,0.00737565,0.003005131,0,0,0,0,0.004771884
利益,0,0,0,0.002806641,0,0.004377245,0.00555432,0,0,0.007263341
前大,0,0,0,0.007052926,0,0,0,0,0,0
加入,0,0,0,0.035264629,0,0,0,0,0,0
動力,0,0,0,0.007052926,0,0,0,0,0,0
勞工,0,0,0,0.014105852,0,0,0,0,0,0
包含,0,0,0,0.003687825,0.003005131,0,0,0,0,0.004771884
區域,0,0,0,0.021158778,0,0,0,0,0,0
協定,0,0,0,0.063476333,0,0,0,0,0,0
原因,0,0,0,0.007052926,0,0,0,0,0,0
去年,0,0,0,0.003687825,0,0,0,0.005496727,0.004185459,0
去年初,0,0,0,0.007052926,0,0,0,0,0,0
及賴,0,0,0,0.007052926,0,0,0,0,0,0
反,0,0,0,0.007052926,0,0,0,0,0,0
反對,0,0,0,0.007052926,0,0,0,0,0,0
可能性,0,0,0,0.007052926,0,0,0,0,0,0
各,0,0,0,0.021158778,0,0,0,0,0,0
合作,0,0,0,0.005613283,0.006861218,0.004377245,0,0,0.006370738,0
合計,0,0,0,0.014105852,0,0,0,0,0,0
和,0,0,0,0.004929784,0,0,0,0,0.016785022,0
困難,0,0,0,0.007052926,0,0,0,0,0,0
國,0,0,0,0.007052926,0,0,0,0,0,0
均,0,0,0,0.014105852,0,0,0,0,0,0
增進,0,0,0,0.007052926,0,0,0,0,0,0
外,0,0,0,0.003687825,0,0,0.01459635,0.005496727,0,0
外交部長,0,0,0,0.007052926,0,0,0,0,0,0
夥伴,0,0,0,0.019719135,0.020085883,0,0,0,0,0
太平洋,0,0,0,0.021158778,0,0,0,0,0,0
完成,0,0,0,0.01964649,0,0.004377245,0.011108639,0.004183317,0,0
宣布,0,0,0,0.004929784,0,0.015377007,0,0,0,0
審議,0,0,0,0.009859567,0,0,0.009756,0,0,0
將於,0,0,0,0.004929784,0,0.007688504,0,0,0,0
將近,0,0,0,0.007052926,0,0,0,0,0,0
對外,0,0,0,0.014105852,0,0,0,0,0,0
對話,0,0,0,0.007052926,0,0,0,0,0,0
工作,0,0,0,0.007052926,0,0,0,0,0,0
工具,0,0,0,0.004929784,0.004017177,0,0,0,0,0
年內,0,0,0,0.007052926,0,0,0,0,0,0
年底,0,0,0,0.007052926,0,0,0,0,0,0
必要,0,0,0,0.007052926,0,0,0,0,0,0
惟亦願,0,0,0,0.007052926,0,0,0,0,0,0
想法,0,0,0,0.007052926,0,0,0,0,0,0
應邀,0,0,0,0.007052926,0,0,0,0,0,0
成員,0,0,0,0.007052926,0,0,0,0,0,0
所有,0,0,0,0.00737565,0,0,0,0.005496727,0,0.009543767
批准,0,0,0,0.007052926,0,0,0,0,0,0
投資,0,0,0,0.004929784,0,0.038442518,0,0,0,0
折衝,0,0,0,0.007052926,0,0,0,0,0,0
指示,0,0,0,0.004929784,0,0.038442518,0,0,0,0
採購,0,0,0,0.004929784,0.068292003,0,0,0,0,0
接受,0,0,0,0.021158778,0,0,0,0,0,0
接軌,0,0,0,0.004929784,0,0,0,0,0.005595007,0
控制,0,0,0,0.014105852,0,0,0,0,0,0
擴大,0,0,0,0.00737565,0.003005131,0,0,0,0.008370919,0
改革,0,0,0,0.007052926,0,0,0,0,0,0
效益,0,0,0,0.007052926,0,0,0,0,0,0
新,0,0,0,0.003687825,0.021035916,0,0,0,0.041854593,0
新加坡,0,0,0,0.007052926,0,0,0,0,0,0
新會員,0,0,0,0.014105852,0,0,0,0,0,0
新興,0,0,0,0.007052926,0,0,0,0,0,0
於今,0,0,0,0.007052926,0,0,0,0,0,0
於本,0,0,0,0.007052926,0,0,0,0,0,0
日本,0,0,0,0.014789351,0.004017177,0,0,0,0,0
明年初,0,0,0,0.007052926,0,0,0,0,0,0
是,0,0,0,0.007052926,0,0,0,0,0,0
時程,0,0,0,0.014105852,0,0,0,0,0,0
智利,0,0,0,0.049370481,0,0,0,0,0,0
更,0,0,0,0.003687825,0.006010262,0,0,0,0.008370919,0
更新,0,0,0,0.007052926,0,0,0,0,0,0
最佳,0,0,0,0.007052926,0,0,0,0,0,0
會議,0,0,0,0.007052926,0,0,0,0,0,0
有助於,0,0,0,0.007052926,0,0,0,0,0,0
有異,0,0,0,0.007052926,0,0,0,0,0,0
服務業,0,0,0,0.007052926,0,0,0,0,0,0
極為,0,0,0,0.007052926,0,0,0,0,0,0
樂見,0,0,0,0.007052926,0,0,0,0,0,0
機會,0,0,0,0.004929784,0.008034353,0,0,0,0,0
歡迎,0,0,0,0.009859567,0,0,0,0,0.005595007,0
此一,0,0,0,0.007052926,0,0,0,0,0,0
此項,0,0,0,0.007052926,0,0,0,0,0,0
水準,0,0,0,0.007052926,0,0,0,0,0,0
減少,0,0,0,0.007052926,0,0,0,0,0,0
準備,0,0,0,0.004929784,0,0,0,0.007347874,0,0
澳洲,0,0,0,0.003687825,0.003005131,0,0.007298175,0,0,0
爭取,0,0,0,0.00737565,0,0,0.007298175,0.005496727,0,0
環境,0,0,0,0.014105852,0,0,0,0,0,0
生效,0,0,0,0.014105852,0,0,0,0,0,0
由於,0,0,0,0.004929784,0,0,0,0.007347874,0,0
申請加入,0,0,0,0.007052926,0,0,0,0,0,0
監管,0,0,0,0.007052926,0,0,0,0,0,0
相互,0,0,0,0.007052926,0,0,0,0,0,0
盼,0,0,0,0.004929784,0,0,0.009756,0,0,0
瞭解,0,0,0,0.003687825,0.003005131,0,0.007298175,0,0,0
碰觸,0,0,0,0.007052926,0,0,0,0,0,0
社會,0,0,0,0.007052926,0,0,0,0,0,0
福祉,0,0,0,0.007052926,0,0,0,0,0,0
秘魯,0,0,0,0.007052926,0,0,0,0,0,0
稅後,0,0,0,0.007052926,0,0,0,0,0,0
簽署,0,0,0,0.011063475,0,0.011503083,0.007298175,0,0,0
納入,0,0,0,0.004929784,0,0,0.009756,0,0,0
紐西蘭,0,0,0,0.007052926,0,0,0,0,0,0
累計,0,0,0,0.007052926,0,0,0,0,0,0
絕大多數,0,0,0,0.007052926,0,0,0,0,0,0
經貿,0,0,0,0.004929784,0.008034353,0,0,0,0,0
總值,0,0,0,0.007052926,0,0,0,0,0,0
繁榮,0,0,0,0.014105852,0,0,0,0,0,0
聖地牙哥,0,0,0,0.007052926,0,0,0,0,0,0
自由化,0,0,0,0.014105852,0,0,0,0,0,0
致詞,0,0,0,0.007052926,0,0,0,0,0,0
蔡,0,0,0,0.007052926,0,0,0,0,0,0
藉由,0,0,0,0.004929784,0,0,0,0,0.011190015,0
規模,0,0,0,0.004929784,0,0,0,0,0.005595007,0
討論,0,0,0,0.007052926,0,0,0,0,0,0
記者,0,0,0,0.007052926,0,0,0,0,0,0
評估,0,0,0,0.007052926,0,0,0,0,0,0
詢問,0,0,0,0.007052926,0,0,0,0,0,0
調整,0,0,0,0.021158778,0,0,0,0,0,0
談判,0,0,0,0.014105852,0,0,0,0,0,0
證明,0,0,0,0.007052926,0,0,0,0,0,0
讚揚,0,0,0,0.007052926,0,0,0,0,0,0
貧窮,0,0,0,0.007052926,0,0,0,0,0,0
貪腐,0,0,0,0.007052926,0,0,0,0,0,0
貿易總額,0,0,0,0.007052926,0,0,0,0,0,0
超過,0,0,0,0.004929784,0.01205153,0,0,0,0,0
跨,0,0,0,0.021158778,0,0,0,0,0,0
退出,0,0,0,0.014105852,0,0,0,0,0,0
透明化,0,0,0,0.007052926,0,0,0,0,0,0
途徑,0,0,0,0.007052926,0,0,0,0,0,0
進一步,0,0,0,0.004929784,0,0,0,0,0,0.006378923
進程,0,0,0,0.007052926,0,0,0,0,0,0
遊說,0,0,0,0.007052926,0,0,0,0,0,0
過程,0,0,0,0.007052926,0,0,0,0,0,0
達成,0,0,0,0.007052926,0,0,0,0,0,0
部長,0,0,0,0.007052926,0,0,0,0,0,0
重大,0,0,0,0.007052926,0,0,0,0,0,0
重新,0,0,0,0.007052926,0,0,0,0,0,0
重要,0,0,0,0.007052926,0,0,0,0,0,0
重返,0,0,0,0.007052926,0,0,0,0,0,0
金融,0,0,0,0.007052926,0,0,0,0,0,0
開始,0,0,0,0.004929784,0,0,0,0,0,0.006378923
開放,0,0,0,0.009859567,0,0,0.009756,0,0,0
間並,0,0,0,0.007052926,0,0,0,0,0,0
降,0,0,0,0.007052926,0,0,0,0,0,0
院長,0,0,0,0.007052926,0,0,0,0,0,0
除了,0,0,0,0.007052926,0,0,0,0,0,0
隨即,0,0,0,0.007052926,0,0,0,0,0,0
電信,0,0,0,0.007052926,0,0,0,0,0,0
電子商務,0,0,0,0.014105852,0,0,0,0,0,0
預計,0,0,0,0.009859567,0.01205153,0,0,0,0,0
領域,0,0,0,0.009859567,0,0,0,0,0.011190015,0
願意,0,0,0,0.007052926,0,0,0,0,0,0
馬來西亞,0,0,0,0.005613283,0.006861218,0,0,0.008366634,0.003185369,0
體制,0,0,0,0.007052926,0,0,0,0,0,0
高階,0,0,0,0.007052926,0,0,0,0,0,0
arcelik,0,0,0,0,0.00574728,0,0,0,0,0
electronics,0,0,0,0,0.00574728,0,0,0,0,0
future,0,0,0,0,0.00574728,0,0,0,0,0
honeywell,0,0,0,0,0.00574728,0,0,0,0,0
ipo,0,0,0,0,0.00574728,0,0,0,0,0
led,0,0,0,0,0.00574728,0,0,0,0,0
limited,0,0,0,0,0.00574728,0,0,0,0,0
plastic,0,0,0,0,0.00574728,0,0,0,0,0
private,0,0,0,0,0.00574728,0,0,0,0,0
rikki,0,0,0,0,0.00574728,0,0,0,0,0
一場,0,0,0,0,0.00574728,0,0,0,0,0
一對一,0,0,0,0,0.00574728,0,0,0,0,0
一系列,0,0,0,0,0.00574728,0,0,0,0,0
一館,0,0,0,0,0.00574728,0,0,0,0,0
三分之一,0,0,0,0,0.00574728,0,0,0,0,0
上年,0,0,0,0,0.00574728,0,0,0,0,0
世貿,0,0,0,0,0.00574728,0,0,0,0,0
並重,0,0,0,0,0.00574728,0,0,0,0,0
主軸,0,0,0,0,0.004017177,0,0,0,0.005595007,0
乳製品,0,0,0,0,0.00574728,0,0,0,0,0
乾,0,0,0,0,0.00574728,0,0,0,0,0
互惠,0,0,0,0,0.00574728,0,0,0,0,0
交流平台,0,0,0,0,0.00574728,0,0,0,0,0
今年,0,0,0,0,0.008034353,0,0,0,0.016785022,0
介紹,0,0,0,0,0.00574728,0,0,0,0,0
代表處,0,0,0,0,0.00574728,0,0,0,0,0
以上,0,0,0,0,0.01205153,0,0,0.007347874,0,0
以往,0,0,0,0,0.00574728,0,0,0,0,0
以新,0,0,0,0,0.00574728,0,0,0,0,0
企業,0,0,0,0,0.00574728,0,0,0,0,0
休閒,0,0,0,0,0.011494561,0,0,0,0,0
來,0,0,0,0,0.034483683,0,0,0,0,0
來看,0,0,0,0,0.00574728,0,0,0,0,0
供應鏈,0,0,0,0,0.028736402,0,0,0,0,0
促成,0,0,0,0,0.004017177,0,0,0,0.005595007,0
保養,0,0,0,0,0.00574728,0,0,0,0,0
億,0,0,0,0,0.00574728,0,0,0,0,0
優勢產業,0,0,0,0,0.00574728,0,0,0,0,0
元件,0,0,0,0,0.00574728,0,0,0,0,0
全年,0,0,0,0,0.00574728,0,0,0,0,0
兩地,0,0,0,0,0.00574728,0,0,0,0,0
八成,0,0,0,0,0.00574728,0,0,0,0,0
公司,0,0,0,0,0.017241841,0,0,0,0,0
共襄盛舉,0,0,0,0,0.004017177,0,0,0,0.005595007,0
共贏,0,0,0,0,0.00574728,0,0,0,0,0
出席,0,0,0,0,0.004017177,0,0,0.007347874,0,0
分布,0,0,0,0,0.00574728,0,0,0,0,0
前奏,0,0,0,0,0.00574728,0,0,0,0,0
副,0,0,0,0,0.00574728,0,0,0,0,0
力邀,0,0,0,0,0.00574728,0,0,0,0,0
加工品,0,0,0,0,0.00574728,0,0,0,0,0
區,0,0,0,0,0.004017177,0,0,0,0.005595007,0
半數,0,0,0,0,0.00574728,0,0,0,0,0
南北,0,0,0,0,0.017241841,0,0,0,0,0
南向,0,0,0,0,0.032137413,0,0,0,0.033570045,0
南港,0,0,0,0,0.00574728,0,0,0,0,0
印尼,0,0,0,0,0.020085883,0,0,0,0.033570045,0
印度,0,0,0,0,0.002287073,0,0,0.054383118,0.003185369,0.003631671
即將,0,0,0,0,0.003005131,0,0,0.005496727,0.004185459,0
即時新聞,0,0,0,0,0.00574728,0,0,0,0,0
及其,0,0,0,0,0.00574728,0,0,0,0,0
及綠能,0,0,0,0,0.00574728,0,0,0,0,0
受到,0,0,0,0,0.00574728,0,0,0,0,0
只是,0,0,0,0,0.00574728,0,0,0,0,0
可望,0,0,0,0,0.00574728,0,0,0,0,0
台,0,0,0,0,0.004017177,0,0,0,0.005595007,0
台北,0,0,0,0,0.00574728,0,0,0,0,0
各地,0,0,0,0,0.00574728,0,0,0,0,0
咖哩,0,0,0,0,0.00574728,0,0,0,0,0
咖啡,0,0,0,0,0.00574728,0,0,0,0,0
商,0,0,0,0,0.004017177,0,0,0.014695747,0,0
商機,0,0,0,0,0.01205153,0,0,0,0.011190015,0
商洽,0,0,0,0,0.00574728,0,0,0,0,0
喜愛,0,0,0,0,0.00574728,0,0,0,0,0
國人,0,0,0,0,0.00574728,0,0,0,0,0
國近,0,0,0,0,0.00574728,0,0,0,0,0
地,0,0,0,0,0.004017177,0,0,0,0.005595007,0
地區,0,0,0,0,0.00574728,0,0,0,0,0
場,0,0,0,0,0.022989122,0,0,0,0,0
壓件,0,0,0,0,0.00574728,0,0,0,0,0
外商,0,0,0,0,0.011494561,0,0,0,0,0
外貿協會,0,0,0,0,0.00574728,0,0,0,0,0
多元,0,0,0,0,0.003005131,0.005751542,0,0,0.004185459,0
多項,0,0,0,0,0.00574728,0,0,0,0,0
大型,0,0,0,0,0.00574728,0,0,0,0,0
大廠,0,0,0,0,0.011494561,0,0,0,0,0
大會,0,0,0,0,0.051725524,0,0,0,0,0
契機,0,0,0,0,0.00574728,0,0,0,0,0
妝,0,0,0,0,0.011494561,0,0,0,0,0
委託,0,0,0,0,0.00574728,0,0,0,0,0
媒合,0,0,0,0,0.01205153,0,0,0,0.005595007,0
孟加拉,0,0,0,0,0.00574728,0,0,0,0,0
家,0,0,0,0,0.016068707,0,0,0,0.005595007,0
家電,0,0,0,0,0.00574728,0,0,0,0,0
實力,0,0,0,0,0.004017177,0,0,0,0.016785022,0
射出,0,0,0,0,0.00574728,0,0,0,0,0
將在,0,0,0,0,0.00574728,0,0,0,0,0
將有,0,0,0,0,0.011494561,0,0,0,0,0
將由,0,0,0,0,0.00574728,0,0,0,0,0
尋找,0,0,0,0,0.00574728,0,0,0,0,0
展覽館,0,0,0,0,0.00574728,0,0,0,0,0
年度,0,0,0,0,0.004017177,0,0,0,0.005595007,0
建材,0,0,0,0,0.00574728,0,0,0,0,0
引進,0,0,0,0,0.00574728,0,0,0,0,0
後續,0,0,0,0,0.003005131,0.005751542,0,0,0,0.004771884
復甦,0,0,0,0,0.00574728,0,0,0,0,0
成型機,0,0,0,0,0.00574728,0,0,0,0,0
我商,0,0,0,0,0.00574728,0,0,0,0,0
手,0,0,0,0,0.00574728,0,0,0,0,0
打造,0,0,0,0,0.00574728,0,0,0,0,0
拓銷,0,0,0,0,0.004017177,0,0,0.007347874,0,0
掌握,0,0,0,0,0.00574728,0,0,0,0,0
接單,0,0,0,0,0.00574728,0,0,0,0,0
接續,0,0,0,0,0.00574728,0,0,0,0,0
推廣,0,0,0,0,0.011494561,0,0,0,0,0
揭幕,0,0,0,0,0.00574728,0,0,0,0,0
擠出機,0,0,0,0,0.00574728,0,0,0,0,0
政策,0,0,0,0,0.004017177,0.007688504,0,0,0,0
整體,0,0,0,0,0.004017177,0,0,0,0.005595007,0
數,0,0,0,0,0.00574728,0,0,0,0,0
數的,0,0,0,0,0.00574728,0,0,0,0,0
文化,0,0,0,0,0.008034353,0,0,0,0.033570045,0
文化交流,0,0,0,0,0.00574728,0,0,0,0,0
日期,0,0,0,0,0.004017177,0.007688504,0,0,0,0
明,0,0,0,0,0.00574728,0,0,0,0,0
明日,0,0,0,0,0.011494561,0,0,0,0,0
暨,0,0,0,0,0.011494561,0,0,0,0,0
暨資,0,0,0,0,0.00574728,0,0,0,0,0
最,0,0,0,0,0.00574728,0,0,0,0,0
最為,0,0,0,0,0.00574728,0,0,0,0,0
有別,0,0,0,0,0.00574728,0,0,0,0,0
服飾,0,0,0,0,0.00574728,0,0,0,0,0
本屆,0,0,0,0,0.017241841,0,0,0,0,0
材,0,0,0,0,0.00574728,0,0,0,0,0
東,0,0,0,0,0.00574728,0,0,0,0,0
椰子,0,0,0,0,0.00574728,0,0,0,0,0
模具,0,0,0,0,0.011494561,0,0,0,0,0
機日,0,0,0,0,0.00574728,0,0,0,0,0
機械,0,0,0,0,0.017241841,0,0,0,0,0
機械類,0,0,0,0,0.00574728,0,0,0,0,0
次長,0,0,0,0,0.00574728,0,0,0,0,0
水果,0,0,0,0,0.011494561,0,0,0,0,0
汽車,0,0,0,0,0.011494561,0,0,0,0,0
汽配,0,0,0,0,0.00574728,0,0,0,0,0
沖,0,0,0,0,0.00574728,0,0,0,0,0
注入,0,0,0,0,0.00574728,0,0,0,0,0
泰國,0,0,0,0,0.01205153,0,0,0,0.005595007,0
活動,0,0,0,0,0.03615459,0,0,0,0.011190015,0
活水,0,0,0,0,0.00574728,0,0,0,0,0
洽談,0,0,0,0,0.011494561,0,0,0,0,0
